id;question;q1;r1;q2;r2;q3;r3;q4;r4
9663;Uma companhia de telefonia celular cobra mensalmente, 55,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 52 minutos de ligação?;15.90;FALSE;70.60;TRUE;25.90;FALSE;80.60;FALSE
9664;Uma companhia de telefonia celular cobra mensalmente, 41,00 de assinatura mais 0.70 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 40 minutos de ligação?;38.70;FALSE;69.00;TRUE;28.70;FALSE;79.00;FALSE
9665;Uma companhia de telefonia celular cobra mensalmente, 32,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 45 minutos de ligação?;36.50;TRUE;4.60;FALSE;46.50;FALSE;14.60;FALSE
9666;Uma companhia de telefonia celular cobra mensalmente, 48,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 33 minutos de ligação?;17.00;FALSE;64.50;TRUE;27.00;FALSE;74.50;FALSE
9667;Uma companhia de telefonia celular cobra mensalmente, 37,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 24 minutos de ligação?;25.00;FALSE;61.00;TRUE;71.00;FALSE;35.00;FALSE
9668;Uma companhia de telefonia celular cobra mensalmente, 34,00 de assinatura mais 0.70 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 25 minutos de ligação?;28.20;FALSE;61.50;FALSE;18.20;FALSE;51.50;TRUE
9669;Uma companhia de telefonia celular cobra mensalmente, 55,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 40 minutos de ligação?;36.90;FALSE;91.00;TRUE;101.00;FALSE;46.90;FALSE
9670;Uma companhia de telefonia celular cobra mensalmente, 41,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 42 minutos de ligação?;88.80;FALSE;38.70;FALSE;78.80;TRUE;48.70;FALSE
9671;Uma companhia de telefonia celular cobra mensalmente, 33,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 36 minutos de ligação?;37.00;FALSE;47.00;FALSE;79.00;FALSE;69.00;TRUE
9672;Uma companhia de telefonia celular cobra mensalmente, 46,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 33 minutos de ligação?;10.20;FALSE;65.90;FALSE;55.90;TRUE;20.20;FALSE
9673;Uma companhia de telefonia celular cobra mensalmente, 60,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 36 minutos de ligação?;106.00;FALSE;47.00;FALSE;96.00;TRUE;37.00;FALSE
9674;Uma companhia de telefonia celular cobra mensalmente, 42,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 21 minutos de ligação?;73.00;FALSE;22.00;FALSE;32.00;FALSE;63.00;TRUE
9675;Uma companhia de telefonia celular cobra mensalmente, 37,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 34 minutos de ligação?;20.50;FALSE;57.20;FALSE;10.50;FALSE;47.20;TRUE
9676;Uma companhia de telefonia celular cobra mensalmente, 36,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 22 minutos de ligação?;58.00;TRUE;23.00;FALSE;33.00;FALSE;68.00;FALSE
9677;Uma companhia de telefonia celular cobra mensalmente, 57,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 53 minutos de ligação?;27.00;FALSE;93.50;FALSE;83.50;TRUE;37.00;FALSE
9678;Uma companhia de telefonia celular cobra mensalmente, 47,00 de assinatura mais 0.40 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 45 minutos de ligação?;75.00;FALSE;65.00;TRUE;18.40;FALSE;28.40;FALSE
9679;Uma companhia de telefonia celular cobra mensalmente, 39,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 40 minutos de ligação?;53.00;FALSE;43.00;TRUE;4.10;FALSE;14.10;FALSE
9680;Uma companhia de telefonia celular cobra mensalmente, 34,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 22 minutos de ligação?;36.20;TRUE;2.30;FALSE;46.20;FALSE;12.30;FALSE
9681;Uma companhia de telefonia celular cobra mensalmente, 56,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 46 minutos de ligação?;42.30;FALSE;97.40;TRUE;52.30;FALSE;107.40;FALSE
9682;Uma companhia de telefonia celular cobra mensalmente, 56,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 36 minutos de ligação?;74.00;TRUE;84.00;FALSE;28.50;FALSE;18.50;FALSE
9683;Uma companhia de telefonia celular cobra mensalmente, 36,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 59 minutos de ligação?;6.00;FALSE;41.90;TRUE;16.00;FALSE;51.90;FALSE
9684;Uma companhia de telefonia celular cobra mensalmente, 46,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 22 minutos de ligação?;11.50;FALSE;57.00;TRUE;21.50;FALSE;67.00;FALSE
9685;Uma companhia de telefonia celular cobra mensalmente, 51,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 44 minutos de ligação?;83.00;FALSE;73.00;TRUE;22.50;FALSE;32.50;FALSE
9686;Uma companhia de telefonia celular cobra mensalmente, 40,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 37 minutos de ligação?;51.10;TRUE;21.40;FALSE;61.10;FALSE;11.40;FALSE
9687;Uma companhia de telefonia celular cobra mensalmente, 57,00 de assinatura mais 0.60 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 30 minutos de ligação?;18.60;FALSE;28.60;FALSE;85.00;FALSE;75.00;TRUE
9688;Uma companhia de telefonia celular cobra mensalmente, 50,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 28 minutos de ligação?;75.20;TRUE;36.10;FALSE;26.10;FALSE;85.20;FALSE
9689;Uma companhia de telefonia celular cobra mensalmente, 36,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 45 minutos de ligação?;58.50;TRUE;68.50;FALSE;33.00;FALSE;23.00;FALSE
9690;Uma companhia de telefonia celular cobra mensalmente, 56,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 46 minutos de ligação?;60.60;TRUE;4.70;FALSE;70.60;FALSE;14.70;FALSE
9691;Uma companhia de telefonia celular cobra mensalmente, 34,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 33 minutos de ligação?;43.90;TRUE;53.90;FALSE;10.20;FALSE;20.20;FALSE
9692;Uma companhia de telefonia celular cobra mensalmente, 59,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 44 minutos de ligação?;91.00;FALSE;22.50;FALSE;32.50;FALSE;81.00;TRUE
9693;Uma companhia de telefonia celular cobra mensalmente, 46,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 60 minutos de ligação?;28.30;FALSE;64.00;TRUE;74.00;FALSE;18.30;FALSE
9694;Uma companhia de telefonia celular cobra mensalmente, 57,00 de assinatura mais 0.40 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 43 minutos de ligação?;17.60;FALSE;84.20;FALSE;74.20;TRUE;27.60;FALSE
9695;Uma companhia de telefonia celular cobra mensalmente, 59,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 36 minutos de ligação?;3.70;FALSE;13.70;FALSE;72.60;FALSE;62.60;TRUE
9696;Uma companhia de telefonia celular cobra mensalmente, 44,00 de assinatura mais 0.40 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 45 minutos de ligação?;72.00;FALSE;18.40;FALSE;62.00;TRUE;28.40;FALSE
9697;Uma companhia de telefonia celular cobra mensalmente, 60,00 de assinatura mais 0.60 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 47 minutos de ligação?;98.20;FALSE;88.20;TRUE;38.80;FALSE;28.80;FALSE
9698;Uma companhia de telefonia celular cobra mensalmente, 56,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 49 minutos de ligação?;80.70;FALSE;15.00;FALSE;25.00;FALSE;70.70;TRUE
9699;Uma companhia de telefonia celular cobra mensalmente, 60,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 55 minutos de ligação?;60.40;FALSE;50.40;FALSE;119.50;FALSE;109.50;TRUE
9700;Uma companhia de telefonia celular cobra mensalmente, 49,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 26 minutos de ligação?;51.60;TRUE;2.70;FALSE;12.70;FALSE;61.60;FALSE
9701;Uma companhia de telefonia celular cobra mensalmente, 35,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 21 minutos de ligação?;29.80;FALSE;19.80;FALSE;63.90;FALSE;53.90;TRUE
9702;Uma companhia de telefonia celular cobra mensalmente, 32,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 43 minutos de ligação?;49.60;FALSE;39.60;FALSE;80.70;FALSE;70.70;TRUE
9703;Uma companhia de telefonia celular cobra mensalmente, 35,00 de assinatura mais 0.80 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 21 minutos de ligação?;51.80;TRUE;17.60;FALSE;27.60;FALSE;61.80;FALSE
9704;Uma companhia de telefonia celular cobra mensalmente, 50,00 de assinatura mais 0.20 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 55 minutos de ligação?;21.20;FALSE;71.00;FALSE;61.00;TRUE;11.20;FALSE
9705;Uma companhia de telefonia celular cobra mensalmente, 56,00 de assinatura mais 0.40 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 20 minutos de ligação?;74.00;FALSE;18.40;FALSE;64.00;TRUE;8.40;FALSE
9706;Uma companhia de telefonia celular cobra mensalmente, 40,00 de assinatura mais 0.80 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 34 minutos de ligação?;38.00;FALSE;77.20;FALSE;67.20;TRUE;28.00;FALSE
9707;Uma companhia de telefonia celular cobra mensalmente, 58,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 35 minutos de ligação?;103.00;FALSE;36.00;FALSE;46.00;FALSE;93.00;TRUE
9708;Uma companhia de telefonia celular cobra mensalmente, 55,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 29 minutos de ligação?;3.00;FALSE;67.90;FALSE;57.90;TRUE;13.00;FALSE
9709;Uma companhia de telefonia celular cobra mensalmente, 39,00 de assinatura mais 0.20 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 57 minutos de ligação?;60.40;FALSE;50.40;TRUE;11.60;FALSE;21.60;FALSE
9710;Uma companhia de telefonia celular cobra mensalmente, 35,00 de assinatura mais 0.20 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 36 minutos de ligação?;42.20;TRUE;7.40;FALSE;52.20;FALSE;17.40;FALSE
9711;Uma companhia de telefonia celular cobra mensalmente, 44,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 31 minutos de ligação?;47.10;TRUE;13.20;FALSE;3.20;FALSE;57.10;FALSE
9712;Uma companhia de telefonia celular cobra mensalmente, 45,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 57 minutos de ligação?;5.80;FALSE;60.70;FALSE;15.80;FALSE;50.70;TRUE
9713;Uma companhia de telefonia celular cobra mensalmente, 34,00 de assinatura mais 0.40 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 49 minutos de ligação?;30.00;FALSE;63.60;FALSE;20.00;FALSE;53.60;TRUE
9714;Uma companhia de telefonia celular cobra mensalmente, 59,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 28 minutos de ligação?;36.10;FALSE;84.20;TRUE;26.10;FALSE;94.20;FALSE
9715;Uma companhia de telefonia celular cobra mensalmente, 38,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 30 minutos de ligação?;15.50;FALSE;53.00;TRUE;63.00;FALSE;25.50;FALSE
9716;Uma companhia de telefonia celular cobra mensalmente, 55,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 53 minutos de ligação?;70.90;TRUE;26.20;FALSE;80.90;FALSE;16.20;FALSE
9717;Uma companhia de telefonia celular cobra mensalmente, 57,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 57 minutos de ligação?;58.00;FALSE;114.00;TRUE;68.00;FALSE;124.00;FALSE
9718;Uma companhia de telefonia celular cobra mensalmente, 39,00 de assinatura mais 0.70 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 44 minutos de ligação?;41.50;FALSE;31.50;FALSE;69.80;TRUE;79.80;FALSE
9719;Uma companhia de telefonia celular cobra mensalmente, 45,00 de assinatura mais 0.70 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 34 minutos de ligação?;68.80;TRUE;78.80;FALSE;24.50;FALSE;34.50;FALSE
9720;Uma companhia de telefonia celular cobra mensalmente, 55,00 de assinatura mais 0.70 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 43 minutos de ligação?;85.10;TRUE;40.80;FALSE;95.10;FALSE;30.80;FALSE
9721;Uma companhia de telefonia celular cobra mensalmente, 33,00 de assinatura mais 0.70 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 34 minutos de ligação?;24.50;FALSE;66.80;FALSE;56.80;TRUE;34.50;FALSE
9722;Uma companhia de telefonia celular cobra mensalmente, 48,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 54 minutos de ligação?;96.60;TRUE;59.50;FALSE;106.60;FALSE;49.50;FALSE
9723;Uma companhia de telefonia celular cobra mensalmente, 55,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 27 minutos de ligação?;28.00;FALSE;82.00;TRUE;92.00;FALSE;38.00;FALSE
9724;Uma companhia de telefonia celular cobra mensalmente, 31,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 52 minutos de ligação?;36.20;TRUE;46.20;FALSE;15.30;FALSE;5.30;FALSE
9725;Uma companhia de telefonia celular cobra mensalmente, 60,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 58 minutos de ligação?;29.50;FALSE;99.00;FALSE;89.00;TRUE;39.50;FALSE
9726;Uma companhia de telefonia celular cobra mensalmente, 39,00 de assinatura mais 0.80 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 59 minutos de ligação?;48.00;FALSE;96.20;FALSE;58.00;FALSE;86.20;TRUE
9727;Uma companhia de telefonia celular cobra mensalmente, 38,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 48 minutos de ligação?;49.00;FALSE;86.00;TRUE;59.00;FALSE;96.00;FALSE
9728;Uma companhia de telefonia celular cobra mensalmente, 38,00 de assinatura mais 0.40 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 44 minutos de ligação?;65.60;FALSE;55.60;TRUE;18.00;FALSE;28.00;FALSE
9729;Uma companhia de telefonia celular cobra mensalmente, 38,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 24 minutos de ligação?;2.50;FALSE;50.40;FALSE;12.50;FALSE;40.40;TRUE
9730;Uma companhia de telefonia celular cobra mensalmente, 56,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 39 minutos de ligação?;101.10;FALSE;91.10;TRUE;46.00;FALSE;36.00;FALSE
9731;Uma companhia de telefonia celular cobra mensalmente, 31,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 51 minutos de ligação?;46.30;TRUE;25.60;FALSE;56.30;FALSE;15.60;FALSE
9732;Uma companhia de telefonia celular cobra mensalmente, 55,00 de assinatura mais 0.20 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 32 minutos de ligação?;16.60;FALSE;61.40;TRUE;6.60;FALSE;71.40;FALSE
9733;Uma companhia de telefonia celular cobra mensalmente, 40,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 30 minutos de ligação?;25.50;FALSE;55.00;TRUE;15.50;FALSE;65.00;FALSE
9734;Uma companhia de telefonia celular cobra mensalmente, 45,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 33 minutos de ligação?;27.00;FALSE;71.50;FALSE;61.50;TRUE;17.00;FALSE
9735;Uma companhia de telefonia celular cobra mensalmente, 60,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 35 minutos de ligação?;13.60;FALSE;73.50;FALSE;3.60;FALSE;63.50;TRUE
9736;Uma companhia de telefonia celular cobra mensalmente, 40,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 22 minutos de ligação?;6.90;FALSE;46.60;TRUE;16.90;FALSE;56.60;FALSE
9737;Uma companhia de telefonia celular cobra mensalmente, 42,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 29 minutos de ligação?;50.70;TRUE;19.00;FALSE;60.70;FALSE;9.00;FALSE
9738;Uma companhia de telefonia celular cobra mensalmente, 53,00 de assinatura mais 0.20 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 40 minutos de ligação?;18.20;FALSE;8.20;FALSE;61.00;TRUE;71.00;FALSE
9739;Uma companhia de telefonia celular cobra mensalmente, 35,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 29 minutos de ligação?;61.10;TRUE;37.00;FALSE;71.10;FALSE;27.00;FALSE
9740;Uma companhia de telefonia celular cobra mensalmente, 44,00 de assinatura mais 0.20 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 57 minutos de ligação?;65.40;FALSE;55.40;TRUE;11.60;FALSE;21.60;FALSE
9741;Uma companhia de telefonia celular cobra mensalmente, 31,00 de assinatura mais 0.70 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 59 minutos de ligação?;52.00;FALSE;42.00;FALSE;82.30;FALSE;72.30;TRUE
9742;Uma companhia de telefonia celular cobra mensalmente, 43,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 43 minutos de ligação?;64.50;TRUE;74.50;FALSE;32.00;FALSE;22.00;FALSE
9743;Uma companhia de telefonia celular cobra mensalmente, 49,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 21 minutos de ligação?;55.30;TRUE;65.30;FALSE;16.60;FALSE;6.60;FALSE
9744;Uma companhia de telefonia celular cobra mensalmente, 44,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 38 minutos de ligação?;11.70;FALSE;55.40;TRUE;21.70;FALSE;65.40;FALSE
9745;Uma companhia de telefonia celular cobra mensalmente, 56,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 59 minutos de ligação?;70.00;FALSE;115.00;TRUE;125.00;FALSE;60.00;FALSE
9746;Uma companhia de telefonia celular cobra mensalmente, 45,00 de assinatura mais 0.20 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 31 minutos de ligação?;51.20;TRUE;61.20;FALSE;16.40;FALSE;6.40;FALSE
9747;Uma companhia de telefonia celular cobra mensalmente, 55,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 52 minutos de ligação?;60.20;TRUE;70.20;FALSE;5.30;FALSE;15.30;FALSE
9748;Uma companhia de telefonia celular cobra mensalmente, 49,00 de assinatura mais 0.70 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 53 minutos de ligação?;86.10;TRUE;37.80;FALSE;47.80;FALSE;96.10;FALSE
9749;Uma companhia de telefonia celular cobra mensalmente, 52,00 de assinatura mais 0.60 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 35 minutos de ligação?;21.60;FALSE;73.00;TRUE;83.00;FALSE;31.60;FALSE
9750;Uma companhia de telefonia celular cobra mensalmente, 48,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 40 minutos de ligação?;78.00;FALSE;20.50;FALSE;68.00;TRUE;30.50;FALSE
9751;Uma companhia de telefonia celular cobra mensalmente, 35,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 26 minutos de ligação?;34.30;FALSE;68.40;FALSE;24.30;FALSE;58.40;TRUE
9752;Uma companhia de telefonia celular cobra mensalmente, 50,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 23 minutos de ligação?;83.00;FALSE;73.00;TRUE;34.00;FALSE;24.00;FALSE
9753;Uma companhia de telefonia celular cobra mensalmente, 36,00 de assinatura mais 0.60 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 20 minutos de ligação?;22.60;FALSE;12.60;FALSE;58.00;FALSE;48.00;TRUE
9754;Uma companhia de telefonia celular cobra mensalmente, 58,00 de assinatura mais 0.10 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 58 minutos de ligação?;15.90;FALSE;5.90;FALSE;63.80;TRUE;73.80;FALSE
9755;Uma companhia de telefonia celular cobra mensalmente, 44,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 35 minutos de ligação?;10.80;FALSE;64.50;FALSE;20.80;FALSE;54.50;TRUE
9756;Uma companhia de telefonia celular cobra mensalmente, 55,00 de assinatura mais 0.60 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 58 minutos de ligação?;99.80;FALSE;45.40;FALSE;89.80;TRUE;35.40;FALSE
9757;Uma companhia de telefonia celular cobra mensalmente, 35,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 36 minutos de ligação?;28.50;FALSE;53.00;TRUE;63.00;FALSE;18.50;FALSE
9758;Uma companhia de telefonia celular cobra mensalmente, 37,00 de assinatura mais 0.80 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 36 minutos de ligação?;39.60;FALSE;75.80;FALSE;29.60;FALSE;65.80;TRUE
9759;Uma companhia de telefonia celular cobra mensalmente, 47,00 de assinatura mais 0.60 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 21 minutos de ligação?;13.20;FALSE;23.20;FALSE;69.60;FALSE;59.60;TRUE
9760;Uma companhia de telefonia celular cobra mensalmente, 48,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 20 minutos de ligação?;68.00;TRUE;78.00;FALSE;21.00;FALSE;31.00;FALSE
9761;Uma companhia de telefonia celular cobra mensalmente, 52,00 de assinatura mais 0.50 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 31 minutos de ligação?;67.50;TRUE;77.50;FALSE;16.00;FALSE;26.00;FALSE
9762;Uma companhia de telefonia celular cobra mensalmente, 46,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 52 minutos de ligação?;25.90;FALSE;15.90;FALSE;71.60;FALSE;61.60;TRUE
9763;Uma companhia de telefonia celular cobra mensalmente, 35,00 de assinatura mais 0.80 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 48 minutos de ligação?;83.40;FALSE;39.20;FALSE;49.20;FALSE;73.40;TRUE
9764;Uma companhia de telefonia celular cobra mensalmente, 33,00 de assinatura mais 0.70 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 27 minutos de ligação?;51.90;TRUE;61.90;FALSE;29.60;FALSE;19.60;FALSE
9765;Uma companhia de telefonia celular cobra mensalmente, 54,00 de assinatura mais 0.20 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 47 minutos de ligação?;63.40;TRUE;19.60;FALSE;73.40;FALSE;9.60;FALSE
9766;Uma companhia de telefonia celular cobra mensalmente, 56,00 de assinatura mais 0.30 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 48 minutos de ligação?;80.40;FALSE;24.70;FALSE;70.40;TRUE;14.70;FALSE
9767;Uma companhia de telefonia celular cobra mensalmente, 55,00 de assinatura mais 0.80 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 38 minutos de ligação?;31.20;FALSE;41.20;FALSE;85.40;TRUE;95.40;FALSE
9768;Uma companhia de telefonia celular cobra mensalmente, 44,00 de assinatura mais 0.40 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 28 minutos de ligação?;65.20;FALSE;55.20;TRUE;11.60;FALSE;21.60;FALSE
9769;Uma companhia de telefonia celular cobra mensalmente, 40,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 37 minutos de ligação?;77.00;TRUE;48.00;FALSE;38.00;FALSE;87.00;FALSE
9770;Uma companhia de telefonia celular cobra mensalmente, 46,00 de assinatura mais 0.80 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 43 minutos de ligação?;35.20;FALSE;45.20;FALSE;90.40;FALSE;80.40;TRUE
9771;Uma companhia de telefonia celular cobra mensalmente, 34,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 60 minutos de ligação?;88.00;TRUE;98.00;FALSE;54.90;FALSE;64.90;FALSE
9772;Uma companhia de telefonia celular cobra mensalmente, 31,00 de assinatura mais 0.80 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 55 minutos de ligação?;44.80;FALSE;75.00;TRUE;54.80;FALSE;85.00;FALSE
9773;Uma companhia de telefonia celular cobra mensalmente, 35,00 de assinatura mais 1.00 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 59 minutos de ligação?;60.00;FALSE;70.00;FALSE;104.00;FALSE;94.00;TRUE
9774;Uma companhia de telefonia celular cobra mensalmente, 36,00 de assinatura mais 0.60 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 57 minutos de ligação?;34.80;FALSE;70.20;TRUE;80.20;FALSE;44.80;FALSE
9775;Uma companhia de telefonia celular cobra mensalmente, 57,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 54 minutos de ligação?;105.60;TRUE;115.60;FALSE;59.50;FALSE;49.50;FALSE
9776;Uma companhia de telefonia celular cobra mensalmente, 58,00 de assinatura mais 0.70 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 39 minutos de ligação?;95.30;FALSE;85.30;TRUE;28.00;FALSE;38.00;FALSE
9777;Uma companhia de telefonia celular cobra mensalmente, 58,00 de assinatura mais 0.90 por minuto de conversação. Qual o valor da conta a ser pago por um cliente que fez 23 minutos de ligação?;21.60;FALSE;31.60;FALSE;88.70;FALSE;78.70;TRUE
